ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT4_REP1	ZT4_REP2	ZT4_REP3	ZT8_REP1	ZT8_REP2	ZT8_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT16_REP1	ZT16_REP2	ZT16_REP3	ZT20_REP1	ZT20_REP2	ZT20_REP3	GroundTruth
Gmcl1l	1.44738	1.35534	1.49446	1.45202	1.57349	1.51084	1.40107	1.50977	1.58421	1.32794	1.47402	1.39341	1.47191	1.40091	1.50809	1.38995	1.60928	1.56894	0
Gmcl1l_dup1	1.79592	1.77097	1.85065	1.83637	1.89785	1.77555	1.78918	1.84514	1.81497	1.72827	1.83213	1.79285	1.82295	1.84006	1.87348	1.81741	1.92629	1.88395	0
Gm14347	1.91335	1.89782	2.0873	2.05603	1.94233	1.8417	1.91418	1.97444	1.86299	1.80594	1.81719	2.06474	1.89631	1.79545	1.81018	1.62714	1.83825	1.7454	0
Gm10922	2.31989	2.16167	2.09679	2.209	2.1747	2.18978	2.09686	2.23825	2.30178	2.14289	2.28265	2.16243	2.1624	2.19558	2.30753	2.09121	2.24066	2.15505	0
Gm5925	2.11496	1.51843	1.60949	1.89448	1.65044	1.44981	1.53085	1.5776	1.67017	1.47747	1.72545	1.47816	1.50814	1.48027	1.52066	1.49869	1.59031	1.31675	0
Gmcl1l_dup2	1.79592	1.77097	1.85065	1.83637	1.89785	1.77555	1.78918	1.84514	1.81497	1.72827	1.83213	1.79285	1.82295	1.84006	1.87348	1.81741	1.92629	1.88395	0
Gm3763	0.60296	0.57701	0.85094	0.70298	0.60728	0.88389	0.62214	0.63396	0.72025	0.76658	0.84675	0.69533	0.44851	0.71112	0.77708	0.71667	0.96183	0.63775	0
Gm14374	0.79178	0.61194	0.88646	0.81444	0.66687	0.65387	0.55793	0.46768	0.55059	0.64905	0.57485	0.50351	0.58738	0.86487	0.79726	0.5713	0.60903	0.48578	0
Nudt10	2.24247	2.24331	2.2775	2.25862	2.28499	2.33541	2.34818	2.30836	2.29888	2.36245	2.32079	2.32431	2.2207	2.3004	2.35506	2.36412	2.27162	2.43211	0
Shroom4	2.21778	2.27152	2.30263	2.24014	2.25023	2.24908	2.19362	2.18882	2.24092	2.19999	2.23	2.23878	2.24384	2.25289	2.32411	2.30297	2.15448	2.31485	0
Dgkk	1.91909	1.98047	1.94788	1.92887	1.86784	1.86494	1.91839	1.87855	1.87332	1.98949	1.91131	1.98999	1.93334	1.85487	1.95537	2.06619	1.96689	1.92231	0
Akap4	2.05754	1.90266	1.93005	1.85441	1.85357	1.83066	1.95415	2.02866	1.82238	1.93252	1.9522	1.92522	1.94753	1.92407	2.00372	1.93781	1.96521	2.04106	0
Gm14379	2.00178	2.0174	2.026	2.03392	1.97065	1.97283	1.84948	2.08207	1.90571	2.03639	1.93224	2.07126	1.995	1.8879	2.08399	2.14659	2.06758	2.07815	0
4930524L23Rik	2.04927	2.16592	2.20104	2.11877	2.04613	2.03432	2.19689	2.07153	1.78833	2.19094	2.12718	2.23761	2.11056	1.99488	2.1863	2.08122	1.99115	2.14889	0
Foxp3	2.40914	2.58716	2.48932	2.45226	2.48719	2.42544	2.60591	2.53313	2.35629	2.53573	2.3804	2.35064	2.50119	2.52086	2.42611	2.5348	2.48468	2.47845	0
Cacna1f	2.24493	2.19916	2.22382	2.23084	2.19607	2.25454	2.22585	2.25253	2.23387	2.17657	2.16336	2.34104	2.25221	2.17594	2.14216	2.27189	2.27379	2.29729	0
Syp	2.53165	2.43443	2.49864	2.53695	2.48489	2.47178	2.49935	2.49797	2.49297	2.42794	2.5028	2.5089	2.51663	2.50349	2.47354	2.46733	2.46103	2.56805	0
Prickle3	2.52665	2.5154	2.53371	2.45215	2.57106	2.51725	2.53117	2.52968	2.50042	2.50885	2.54775	2.51125	2.58247	2.44129	2.58249	2.53241	2.48078	2.52233	0
Gpkow	2.95428	2.9768	2.94265	2.98074	2.93419	2.95289	2.91945	2.93081	2.94731	2.9465	2.97698	2.93471	2.93015	2.94889	2.94556	2.93999	2.94802	2.9296	0
Wdr45	3.1104	3.1017	3.15564	3.10019	3.13857	3.106	3.14025	3.14422	3.12295	3.08716	3.14257	3.13768	3.04664	3.04069	3.09147	3.09861	3.07976	3.10561	0
Praf2	2.55301	2.63743	2.54196	2.68595	2.51199	2.54799	2.50806	2.65131	2.51728	2.50655	2.55148	2.47763	2.54253	2.56232	2.52969	2.5225	2.52645	2.57164	0
Tfe3	3.05988	3.09723	3.08796	3.11477	3.0746	3.12009	3.10256	3.08984	3.13841	3.08923	3.03105	3.00601	3.10864	3.09608	3.07758	3.11422	3.03949	3.07435	0
Gripap1	2.87046	2.9239	2.84932	2.92969	2.86747	2.90542	2.87396	2.88424	2.89821	2.89824	2.89499	2.87161	2.85728	2.9435	2.86575	2.8841	2.86403	2.90522	0
Mir1198	2.70063	2.68813	2.69904	2.70868	2.68491	2.74924	2.71198	2.77197	2.56766	2.75702	2.71062	2.76965	2.64831	2.65063	2.72507	2.74553	2.73247	2.79358	0
Kcnd1	2.27249	2.31824	2.29707	2.27439	2.17092	2.31426	2.27667	2.39707	2.30088	2.36171	2.35109	2.3394	2.30066	2.36619	2.38361	2.33537	2.36226	2.36386	0
Otud5	2.96416	2.99953	3.0186	2.99468	3.00632	3.03072	3.00875	3.01783	3.0132	2.99414	2.95222	2.97046	2.95918	2.95043	2.95527	2.96007	2.96299	2.96918	0
Pim2	2.67507	2.67632	2.67874	2.63148	2.6836	2.6133	2.62634	2.67177	2.56226	2.63344	2.67223	2.6722	2.7145	2.62465	2.70054	2.70562	2.71323	2.6106	0
Slc35a2	2.59043	2.61949	2.68242	2.62692	2.6214	2.69031	2.63264	2.54983	2.70563	2.59988	2.64784	2.5783	2.64944	2.69353	2.58796	2.59869	2.65998	2.58126	0
Timm17b	3.14828	3.12145	3.15705	3.13303	3.13586	3.10768	3.10852	3.11413	3.12584	3.09925	3.1331	3.11613	3.09812	3.09758	3.12404	3.1075	3.11011	3.14559	0
Pcsk1n	2.5236	2.40315	2.4467	2.49933	2.50542	2.43222	2.49944	2.46911	2.49883	2.42111	2.48807	2.51658	2.52495	2.41853	2.52519	2.49221	2.54145	2.54751	0
Suv39h1	2.16387	2.23072	2.19934	2.1471	2.20255	2.16072	2.22021	2.19843	2.21526	2.14722	2.20001	2.21382	2.16047	2.12794	2.18064	2.2477	2.21787	2.19119	0
Gm6787	2.26468	2.19418	2.17845	2.15441	2.10768	2.0356	2.17196	2.16487	2.1968	2.0177	2.22273	2.21027	2.2424	2.15414	2.24137	2.19028	2.2297	2.33527	0
2900002K06Rik	2.1862	2.12244	2.10582	2.0347	2.21948	2.12784	2.1319	2.10209	2.09166	2.05699	2.18829	2.10322	2.10101	2.21035	2.19268	2.08606	1.99705	2.1577	0
Slc38a5	2.12438	1.98028	2.16663	2.14284	2.05882	2.07836	2.02937	2.0637	2.07936	2.06727	2.11564	2.16688	2.14618	2.11403	2.14309	2.15333	2.12263	2.21195	0
Ssxb10	1.48965	1.34228	1.33969	1.33583	1.26729	1.23363	1.38714	1.33969	0.95911	1.17328	1.21869	1.17282	1.39354	1.25127	1.62395	1.31359	1.59065	1.40648	0
Ssxb9	0.97676	1.02921	1.17053	1.00809	1.03029	1.5172	1.03004	1.36834	0.87463	1.11585	1.50978	1.60353	0.9671	1.07079	1.25539	0.94163	1.22509	1.54001	0
Ssxb1	1.53083	1.34218	1.43564	1.52054	1.75397	1.28405	1.42328	1.49214	1.47589	1.32706	1.44117	1.4302	1.21915	1.52906	1.21411	1.71819	1.69542	1.56254	0
Ssxb7	1.49223	1.49779	1.34482	1.5184	1.32173	1.47637	1.4636	1.25912	1.3871	1.40398	1.66111	1.51418	1.49497	1.36301	1.32055	1.5508	1.5969	1.28073	0
Ssx9	0.79232	0.83336	1.24221	0.84212	1.11669	0.96151	0.8655	0.93709	0.78797	0.96329	1.08208	0.98808	0.92007	0.97288	0.82382	0.79912	0.86765	1.2003	0
Ssxb5	0.78318	0.83894	1.04389	0.95197	0.73862	0.95994	0.77664	1.01266	1.02748	0.91904	0.8783	0.85446	1.00788	0.87692	0.75344	0.9498	0.88702	0.70442	0
Gm6592	1.19979	1.04883	1.16646	1.36949	1.1644	1.29439	1.42971	1.57767	1.5327	1.513	1.56919	1.21128	1.70347	1.43701	1.4959	1.19135	1.42382	1.26985	0
Gm5751	1.69694	1.4974	1.68867	1.34758	1.60881	1.61855	1.62715	1.61588	1.44386	1.5537	1.48673	1.34679	1.70598	1.4351	1.48468	1.78089	1.61405	1.76237	0
B630019K06Rik	2.5013	2.41792	2.34663	2.44308	2.43691	2.42831	2.49901	2.47096	2.45976	2.36262	2.49054	2.50472	2.42006	2.38807	2.42655	2.47776	2.4473	2.4993	0
Fthl17	2.00488	1.70231	1.89334	2.30099	1.74059	2.06632	1.89779	2.11545	1.43314	1.82573	2.02934	2.0922	2.01802	2.02064	1.99427	2.23506	2.01635	1.8709	0
Gm5635	2.46618	2.32411	2.22564	2.36022	2.42104	2.37241	2.39837	2.4046	2.37695	2.22433	2.33463	2.37965	2.35737	2.32562	2.47698	2.48071	2.48989	2.42789	0
4930402K13Rik	2.26662	2.21944	2.21947	2.15491	2.28275	2.27135	2.22299	2.28301	2.20003	2.1805	2.2238	2.24203	2.24578	2.16767	2.24614	2.32546	2.29331	2.30001	0
Lancl3	2.13592	2.1131	2.07425	2.10731	2.12759	2.18695	2.13722	2.10691	2.08454	2.15898	2.14837	2.13366	2.10309	2.14029	2.10868	2.1386	2.22369	2.26246	0
Xk	2.78004	2.83091	2.82878	2.80324	2.83187	2.82863	2.69803	2.66972	2.72044	2.70826	2.73512	2.7615	2.77021	2.80008	2.82162	2.77101	2.78381	2.81492	0
1700012L04Rik	2.58701	2.56886	2.48827	2.57321	2.48907	2.43083	2.50103	2.55657	2.50095	2.50292	2.50899	2.53794	2.48032	2.51147	2.58766	2.53503	2.54578	2.52239	0
Gm14501	2.48117	2.52822	2.51469	2.45988	2.55886	2.43664	2.50244	2.48308	2.44019	2.40017	2.50575	2.46282	2.45691	2.47118	2.57281	2.51025	2.54934	2.52115	0
LOC100862652	2.40015	2.6296	2.46006	2.56525	2.40224	2.98963	2.99077	2.50661	3.03224	3.02317	2.46261	2.36402	2.98066	3.03258	2.39223	2.5584	2.33394	2.38843	0
1700054O13Rik	2.34272	2.39748	2.2833	2.33825	2.25614	2.30444	2.30854	2.28694	2.3343	2.27615	2.31845	2.35226	2.33775	2.32513	2.4934	2.49444	2.4322	2.39853	0
4930557A04Rik	1.93044	2.10956	1.88124	1.8735	2.0841	1.87099	1.849	1.91747	1.75622	1.88272	1.77153	1.87181	1.88868	1.97456	2.10076	2.03057	1.94009	1.99658	0
Sytl5	2.3125	2.83454	2.18996	2.69447	2.0741	2.31047	2.19512	2.45003	2.39222	2.39172	2.05733	2.19534	2.18392	2.33631	2.09332	2.81284	2.2302	2.09072	0
Otc	3.57635	3.58423	3.57465	3.56568	3.579	3.57524	3.573	3.57261	3.53951	3.53398	3.57758	3.58097	3.56681	3.55765	3.56125	3.56387	3.59173	3.57604	0
Tspan7	2.98223	2.97354	3.00981	2.96236	2.99007	3.03088	3.00032	2.90262	2.94328	2.91306	2.9957	2.98945	2.94953	3.00125	3.00339	2.93519	2.99067	3.0156	0
Mid1ip1	3.04025	3.00516	2.97156	2.98956	3.00417	2.94144	2.99163	2.98632	2.9898	3.02074	3.0677	3.06654	3.05577	3.02378	3.01319	2.97186	3.02936	2.95634	0
Gm14475	2.38154	2.40933	2.43008	2.33975	2.40181	2.29784	2.31991	2.40947	2.32444	2.2249	2.3865	2.38314	2.32056	2.31549	2.39089	2.39411	2.42107	2.45795	0
Gm14474	2.36014	2.29286	2.30369	2.31873	2.33475	2.30577	2.26832	2.34992	2.26404	2.1885	2.29531	2.25315	2.27035	2.278	2.39557	2.40021	2.40571	2.3477	0
Gm14475_dup1	2.80284	2.82254	2.81858	2.81494	2.79631	2.78809	2.83936	2.82412	2.81201	2.74824	2.89827	2.84008	2.91338	2.79503	2.83806	2.86917	2.93653	2.91517	0
Gm14475_dup2	2.51799	2.5507	2.55372	2.50772	2.57087	2.48049	2.50604	2.54001	2.47332	2.40779	2.52656	2.55065	2.49407	2.48309	2.58888	2.58102	2.56822	2.58042	0
Gm14484	2.44847	2.44117	2.50667	2.46318	2.48802	2.42746	2.39269	2.47148	2.40922	2.30596	2.44318	2.41306	2.39943	2.42295	2.52525	2.53526	2.52851	2.45253	0
Gm14475_dup3	2.32062	2.25629	2.36967	2.17302	2.21015	2.24079	2.22255	2.20259	2.06132	2.13441	2.31616	2.26821	2.29134	2.34972	2.1089	2.18372	2.22642	2.20249	0
Gm14482	2.45007	2.50568	2.54885	2.49445	2.56132	2.4555	2.44066	2.50211	2.4581	2.42169	2.5046	2.53671	2.48067	2.46801	2.57619	2.51225	2.53954	2.56586	0
Gm14482_dup1	2.45007	2.50568	2.54885	2.49445	2.56132	2.4555	2.44066	2.50211	2.4581	2.42169	2.5046	2.53671	2.48067	2.46801	2.57619	2.51225	2.53954	2.56586	0
Gm14475_dup4	2.5211	2.54655	2.55504	2.47667	2.56873	2.47662	2.50541	2.52963	2.49119	2.39542	2.52652	2.54637	2.50143	2.50281	2.54594	2.54476	2.5512	2.58418	0
Gm4906	1.66556	1.48212	1.53602	1.46015	1.79223	1.51622	1.46556	1.58384	1.66864	1.52745	1.6151	1.65607	1.60397	1.52052	1.78549	1.56941	1.5112	1.5018	0
Atp6ap2	3.2371	3.25009	3.21842	3.23891	3.23158	3.2308	3.21048	3.25814	3.23283	3.24361	3.23407	3.22239	3.24172	3.26132	3.23254	3.25608	3.2175	3.22437	0
Gm4984	2.31499	2.25213	2.39946	2.31306	2.1877	2.30257	2.2661	2.40082	2.29969	2.32762	2.38453	2.31893	2.37258	2.34945	2.41672	2.35812	2.39752	2.46618	0
Gm14634	2.40833	2.22834	2.2446	2.25908	2.37555	2.30076	2.32456	2.34504	2.21056	2.33123	2.23671	2.336	2.26051	2.33037	2.41364	2.32635	2.3474	2.39812	0
5730405O15Rik	2.68201	2.64055	2.65394	2.56634	2.69253	2.59083	2.56408	2.53338	2.59316	2.62564	2.5767	2.63946	2.60311	2.69314	2.66178	2.62189	2.68497	2.65142	0
Usp9x	3.29619	3.32517	3.28949	3.32047	3.30499	3.31065	3.28838	3.30264	3.2776	3.27285	3.29239	3.29538	3.27715	3.31654	3.29464	3.29501	3.3051	3.28039	0
Rpl3_dup2	3.40598	3.38822	3.42038	3.38347	3.38508	3.37768	3.36906	3.39274	3.38818	3.39505	3.36616	3.35205	3.39658	3.38667	3.37833	3.37653	3.36667	3.38423	0
Ddx3x	3.25467	3.2723	3.24117	3.26151	3.23892	3.24269	3.23173	3.21872	3.23406	3.22163	3.27149	3.27778	3.21986	3.25924	3.26234	3.22783	3.26534	3.23105	0
Nyx	2.13958	2.24538	2.13575	2.24351	2.29667	2.10974	2.30484	2.16223	2.15072	2.01395	2.2215	2.19259	2.19767	2.16233	2.19647	2.18734	2.28005	2.18893	0
Gpr34	1.85732	1.91701	1.87677	1.83098	1.8544	1.85125	1.9769	1.81048	1.96478	2.02313	1.96486	1.83214	1.93623	2.00173	1.89558	1.92831	1.88535	1.9676	0
Gpr82	1.27708	1.40576	1.43983	1.50939	1.36575	1.53311	1.34259	1.55562	1.41645	1.77652	1.29879	1.37483	1.44838	1.62455	1.56086	1.40024	1.37261	1.35512	0
Gm5382	1.07077	0.92268	1.05038	1.00302	1.28954	0.98663	1.05976	1.01854	0.70081	1.08574	0.797	0.99978	1.0153	0.9625	1.05181	1.17468	0.80255	0.94672	0
Cypt1	1.21827	1.71161	1.36584	1.50283	1.16642	1.50055	1.47741	1.22388	1.47228	1.26465	1.4296	1.49031	1.5211	1.65531	1.1999	1.4685	1.45604	1.37076	0
Maoa	2.83906	2.73514	2.81346	2.80493	2.8161	2.71238	2.49198	2.78779	2.52096	2.27098	2.73388	2.77765	2.49317	2.41863	2.77577	2.79955	2.81672	2.7929	0
Dusp21	1.56444	1.77049	1.7676	1.59324	1.68823	1.69885	1.59968	1.70724	1.58917	1.70699	1.58154	1.72651	1.65792	1.64403	1.734	1.6348	1.53789	1.64031	0
Kdm6a	3.03756	3.04691	3.04101	3.08284	3.02167	3.06933	3.02612	3.04103	3.01719	3.02837	3.0218	3.03027	3.0056	3.04233	3.02986	2.99949	3.0357	2.9968	0
Chst7	2.2103	2.22887	2.24256	2.33475	2.26988	2.19765	2.24344	2.20333	2.29754	2.18947	2.32625	2.28558	2.13621	2.19159	2.26009	2.19565	2.12477	2.27817	0
Rp2h	2.67174	2.76544	2.71544	2.77474	2.69604	2.78086	2.77724	2.72673	2.79152	2.82321	2.69545	2.66182	2.78968	2.84316	2.69637	2.73029	2.70776	2.72653	0
Phf16	2.93136	2.95669	2.98385	2.97749	2.92354	2.88735	2.88031	2.92126	2.9123	2.87518	2.94058	2.95656	2.9218	2.90824	2.94738	2.90907	2.94692	2.89883	0
Rgn	3.56297	3.50735	3.55772	3.50106	3.58559	3.53902	3.54282	3.51604	3.48972	3.49883	3.57044	3.57178	3.48306	3.51249	3.56086	3.52505	3.57677	3.54663	0
Rbm10	3.01934	3.02326	2.94132	3.05424	2.95265	3.00968	2.94971	2.98085	2.96192	2.95462	2.98094	2.95809	3.03943	3.03042	2.97316	2.95914	2.96575	2.9778	0
Uba1	3.45785	3.46115	3.46752	3.47677	3.47033	3.48705	3.47143	3.45319	3.48564	3.47668	3.45279	3.459	3.47116	3.46846	3.46993	3.46364	3.44555	3.47141	0
Cdk16	3.06837	3.06892	3.0815	3.06602	3.07341	3.08277	3.05795	3.07769	3.05202	3.05626	3.09227	3.06768	3.08807	3.07269	3.07758	3.04265	3.07229	3.04933	0
Usp11	2.39765	2.41451	2.44698	2.47549	2.38676	2.4446	2.46579	2.47549	2.48569	2.56234	2.37995	2.37494	2.49582	2.40346	2.3927	2.44227	2.36679	2.4363	0
Araf	3.29635	3.29205	3.31496	3.30114	3.3065	3.33371	3.33102	3.30738	3.34658	3.31453	3.29463	3.30553	3.3115	3.29392	3.28861	3.27017	3.28411	3.29153	0
Timp1	2.16212	2.31266	2.15112	2.35515	2.18442	2.30408	2.28158	2.36666	2.48754	2.47213	2.09632	2.00655	2.32217	2.38936	2.1854	2.3427	2.12436	2.12588	0
A230072C01Rik	2.55674	2.59225	2.59544	2.51678	2.59209	2.56557	2.43512	2.54784	2.46152	2.46703	2.56617	2.52072	2.48879	2.54147	2.58716	2.56768	2.5844	2.60155	0
Spaca5	1.46229	1.46225	1.33342	1.28415	1.38859	1.3936	1.32302	1.43799	1.4247	1.32685	1.50782	1.48695	1.32231	1.39084	1.32342	1.52326	1.52897	1.48252	0
Ssxa1	1.67741	1.38112	1.36005	1.55	1.5841	1.67964	1.45679	1.6936	1.5087	1.56847	1.2936	1.65545	1.47699	1.42616	1.71368	1.47884	1.57004	1.74515	0
Gm5124	2.16645	2.22464	2.20168	2.21856	2.1992	2.18199	2.09	2.08836	2.17723	2.13844	2.25476	2.22738	2.21394	2.20764	2.27787	2.37829	2.22507	2.34438	0
Agtr2	1.91562	1.85636	1.90014	2.00293	1.81003	1.82758	1.79848	1.8954	1.91618	1.79283	1.92461	1.96182	1.89906	1.84918	1.86412	1.94175	1.89479	1.86196	0
Slc6a14	2.09418	2.10053	2.04364	2.11077	2.03946	2.05334	1.98584	2.1353	2.05045	2.01534	2.10343	2.13033	2.11795	1.98677	2.09781	2.19029	2.10447	1.97792	0
Ppp1r2-ps7	1.45577	1.40306	1.56645	1.55229	1.42294	1.51371	1.43089	1.58048	1.61181	1.51863	1.53756	1.45051	1.63781	1.47726	1.44245	1.7075	1.67598	1.48987	0
Wdr44	2.53482	2.61603	2.54068	2.62574	2.51231	2.62523	2.54544	2.51245	2.56682	2.58139	2.52138	2.42822	2.52046	2.63311	2.5043	2.53456	2.49964	2.56157	0
Gm4907	1.89761	1.78116	1.90431	1.89744	1.84548	1.57518	1.76875	2.03197	1.63549	2.04123	1.84699	1.97946	1.81138	1.82946	1.87108	1.95597	1.98505	2.01739	0
E330010L02Rik	1.87344	1.94568	1.98991	1.7373	1.94477	1.92627	1.91368	1.86694	1.72577	1.98076	2.20217	2.00637	1.93251	2.06977	1.94141	2.11498	2.09186	2.10042	0
LOC100504847	1.3565	1.20369	1.58134	1.15593	1.51164	1.26468	1.26971	1.19724	1.109	1.2479	1.16622	1.03963	1.22746	0.93647	1.49423	1.17061	1.28973	1.12919	0
Gm19971	2.78926	2.71645	2.74624	2.757	2.73394	2.77258	2.80132	2.81262	2.76467	2.77897	2.798	2.84258	2.77021	2.71026	2.78783	2.81989	2.81515	2.83175	0
Gm10486	1.34596	1.31484	1.42345	1.47882	1.41813	1.44652	1.46773	1.46038	1.31147	1.42109	1.37416	1.25148	1.47422	1.26942	1.41326	1.29985	1.40369	1.24714	0
Gm10058	1.46201	1.4496	1.5578	1.58314	1.59384	1.5893	1.61297	1.60893	1.48667	1.5641	1.54533	1.50539	1.59319	1.43308	1.58356	1.4641	1.53339	1.40049	0
Gm10058_dup1	1.46201	1.4496	1.5578	1.58314	1.59384	1.5893	1.61297	1.60893	1.48667	1.5641	1.54533	1.50539	1.59319	1.43308	1.58356	1.4641	1.53339	1.40049	0
Gm10058_dup2	1.34596	1.31484	1.42345	1.47882	1.41813	1.44652	1.46773	1.46038	1.31147	1.42109	1.37416	1.25148	1.47422	1.26942	1.41326	1.29985	1.40369	1.24714	0
Gm10058_dup3	1.46201	1.4496	1.5578	1.58314	1.59384	1.5893	1.61297	1.60893	1.48667	1.5641	1.54533	1.50539	1.59319	1.43308	1.58356	1.4641	1.53339	1.40049	0
Gm10058_dup4	1.65497	1.70452	1.77157	1.86355	1.72998	1.77463	1.82367	1.84883	1.66614	1.81382	1.76821	1.61976	1.75641	1.66846	1.75907	1.64575	1.76885	1.60325	0
E330010L02Rik_dup1	1.72313	1.66167	1.62437	1.58511	1.63677	1.58118	1.48438	1.65219	1.63405	1.6151	1.58009	1.66669	1.62865	1.62984	1.6338	1.77033	1.64605	1.54928	0
Gm10486_dup1	1.69051	1.80277	1.81585	1.83268	1.74564	1.80384	1.86298	1.83445	1.72476	1.84023	1.79379	1.65706	1.79574	1.68706	1.82751	1.65068	1.83752	1.65175	0
Gm10058_dup5	1.46201	1.4496	1.5578	1.58314	1.59384	1.5893	1.61297	1.60893	1.48667	1.5641	1.54533	1.50539	1.59319	1.43308	1.58356	1.4641	1.53339	1.40049	0
Gm2790	2.26717	2.03373	2.02938	1.99819	2.28589	2.04436	2.05723	2.29256	2.22984	2.09575	2.15347	2.22238	2.11913	2.12281	2.08434	2.19331	2.13165	2.20663	0
Gm2799	2.89436	2.80797	2.86881	2.78333	2.8524	2.77673	2.85615	2.88906	2.8885	2.83733	2.91007	2.92292	2.83109	2.82732	2.96729	2.85728	2.91236	2.84062	0
Gmcl1l_dup3	2.34997	2.29397	2.52859	2.35032	2.56018	2.49564	2.41872	2.38399	2.50994	2.33166	2.47587	2.47815	2.52891	2.40472	2.48805	2.52043	2.55499	2.38975	0
Gm14354	1.90935	1.91502	2.0237	1.93845	1.89578	1.82926	1.889	1.97089	1.79594	1.95197	1.87985	1.95698	1.88472	1.92282	2.10267	1.93463	2.00538	1.94424	0
Gm2825	1.96631	2.00217	2.30622	2.34868	1.72792	1.94178	1.65496	1.95518	2.14637	1.90805	1.85161	2.21313	1.70641	2.01088	1.98032	2.13315	2.01557	1.96788	0
Gm2837	2.33905	2.19826	2.19886	2.27052	2.40617	2.20538	2.31148	2.13141	2.36886	2.11493	2.34121	2.25823	2.27832	2.31765	2.37464	2.22281	2.27783	2.22853	0
Gm2863	2.19765	2.08598	2.05329	2.16785	2.15168	2.12755	2.10157	2.1805	2.17552	2.12196	2.25109	2.25105	2.2838	2.049	2.27487	2.2411	2.17929	2.23623	0
Gm14354_dup1	2.16523	2.15414	2.2585	2.12371	2.24092	2.07695	2.16292	2.23032	2.06802	2.18875	2.11171	2.17964	2.14049	2.19354	2.25553	2.20442	2.25512	2.1899	0
Eif2s3x	2.38967	2.3438	2.53447	2.41362	2.35398	2.41066	2.35752	2.31694	2.24143	2.28644	2.30818	2.32753	2.2834	2.38949	2.30783	2.14461	2.33709	2.31251	0
Gm10486_dup2	1.69051	1.80277	1.81585	1.83268	1.74564	1.80384	1.86298	1.83445	1.72476	1.84023	1.79379	1.65706	1.79574	1.68706	1.82751	1.65068	1.83752	1.65175	0
E330016L19Rik	1.78502	1.71722	1.68135	1.64903	1.69327	1.58906	1.65809	1.72086	1.69065	1.68714	1.61765	1.71779	1.69677	1.6866	1.69297	1.83097	1.69316	1.61781	0
Gm10486_dup3	1.69051	1.80277	1.81585	1.83268	1.74564	1.80384	1.86298	1.83445	1.72476	1.84023	1.79379	1.65706	1.79574	1.68706	1.82751	1.65068	1.83752	1.65175	0
Dock11	2.35383	2.69981	2.41965	2.67831	2.33985	2.68659	2.66261	2.5226	2.70819	2.84877	2.49532	2.2613	2.71645	2.81458	2.43143	2.65044	2.30979	2.40915	0
Il13ra1	3.30683	3.36005	3.32172	3.39424	3.35277	3.35873	3.34078	3.37496	3.35821	3.32453	3.34022	3.32833	3.30014	3.35467	3.32138	3.37771	3.29739	3.36462	0
Zcchc12	2.03147	1.93072	2.21755	2.04484	2.01692	1.96406	2.16276	1.99078	2.13959	1.87216	1.94791	2.11681	2.05132	2.02095	2.11575	1.98389	2.16038	2.07576	0
Lonrf3	2.65497	2.62948	2.61386	2.40923	2.4198	2.37341	2.16475	2.33665	2.40321	2.50596	2.60263	2.71726	2.68139	2.5912	2.70323	2.72277	2.73318	2.60807	0
Gm6268	1.20984	1.23808	1.08067	1.17587	1.32306	1.2303	1.15236	1.23123	1.17961	1.0475	1.34052	1.3673	1.23123	1.28674	1.22239	1.27426	1.17039	1.46632	0
Pgrmc1	3.62411	3.62022	3.63142	3.60351	3.6417	3.62673	3.62877	3.60544	3.63277	3.63082	3.61944	3.62785	3.6194	3.62862	3.62024	3.62147	3.63758	3.62316	0
Slc25a43	2.29583	2.29147	2.25371	2.29033	2.2473	2.32068	2.33007	2.27452	2.39387	2.35505	2.17534	2.18111	2.41504	2.50551	2.34363	2.27221	2.13994	2.24932	0
Slc25a5	3.60312	3.60712	3.61356	3.60607	3.60732	3.5882	3.5986	3.60904	3.60333	3.60287	3.62139	3.61121	3.61319	3.61484	3.61052	3.61566	3.61021	3.5985	0
Ube2a	3.13623	3.10758	3.10852	3.1078	3.11341	3.11738	3.08083	3.09417	3.09044	3.05652	3.08755	3.10053	3.12167	3.11662	3.08157	3.11216	3.09691	3.05567	0
Gm15008	1.73717	1.62052	1.4494	1.44667	1.48282	1.40983	1.48791	1.44375	1.4711	1.64781	1.4858	1.61104	1.36714	1.46714	1.63053	1.66531	1.58243	1.66528	0
Sowahd	2.3692	2.35696	2.3565	2.35913	2.38231	2.35913	2.31407	2.35182	2.33964	2.21128	2.36176	2.30177	2.33027	2.26106	2.4313	2.33754	2.41707	2.4197	0
Gm19899	3.02137	3.04697	3.06586	3.01796	3.03198	3.03083	2.99552	3.0469	2.97861	2.96941	3.03289	3.02027	3.07156	3.0351	2.96393	3.00826	3.14818	2.97405	0
Nkap	2.74516	2.73917	2.79333	2.70452	2.77344	2.74815	2.70043	2.70939	2.68385	2.69813	2.74016	2.70843	2.66428	2.72606	2.63122	2.66122	2.68299	2.69016	0
Rnf113a1	2.48164	2.44433	2.42906	2.48212	2.44928	2.45987	2.47304	2.52848	2.47362	2.54518	2.47812	2.46728	2.45932	2.44345	2.50718	2.45312	2.5298	2.52261	0
