ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT4_REP1	ZT4_REP2	ZT4_REP3	ZT8_REP1	ZT8_REP2	ZT8_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT16_REP1	ZT16_REP2	ZT16_REP3	ZT20_REP1	ZT20_REP2	ZT20_REP3	GroundTruth
Cbx3	3.01719	3.02454	3.00134	3.02397	2.99288	3.02069	2.98477	3.022	2.99999	3.01635	3.04102	3.02045	2.98676	3.00636	2.99312	3.0289	2.97684	2.97017	0
Gm20257	1.97398	2.27357	2.2374	2.01002	2.11386	2.35703	2.24263	2.2146	2.14638	2.22724	2.19501	2.12344	1.93148	2.21447	2.09732	2.04604	2.17377	2.17172	0
Cflar	3.09285	3.09764	3.0844	3.10691	3.08259	3.11166	3.10227	3.12098	3.08669	3.10732	3.10875	3.0715	3.10467	3.1313	3.09607	3.06533	3.0678	3.08369	0
Casp8	3.23289	3.23908	3.26147	3.24856	3.24728	3.28945	3.27296	3.23964	3.29924	3.28609	3.30306	3.2815	3.26037	3.30907	3.24466	3.22082	3.24046	3.25021	0
Stradb	2.97737	2.97244	3.01431	2.9704	3.04857	3.00589	2.97993	2.98523	2.99463	2.94735	3.00742	3.02668	2.93703	2.95198	2.96752	2.93163	3.01222	2.96587	0
Cdk15	2.26109	2.18476	2.28206	2.21283	2.30288	2.16604	2.24896	2.26417	2.17117	2.20856	2.32935	2.27033	2.22986	2.15635	2.14836	2.26567	2.30518	2.29329	0
Fzd7	2.94259	2.93405	2.93918	2.93533	2.92883	2.87357	2.81443	2.79877	2.83267	2.83548	2.92973	2.90817	2.9721	2.91533	2.94273	2.96153	2.92227	2.90578	0
Gm973	2.32166	2.28238	2.25887	2.33712	2.36457	2.28331	2.30996	2.32525	2.28563	2.28869	2.42145	2.34476	2.35819	2.30096	2.34624	2.38032	2.35539	2.39267	0
Nop58	2.84044	2.95595	2.80073	2.91311	2.65601	2.89559	2.82591	2.87295	2.89057	2.93322	2.94091	2.89536	2.90269	2.99749	2.89765	2.8144	2.86639	2.81318	0
Snord70	2.28981	2.3119	2.28427	2.16225	2.23997	2.23268	2.27194	2.31743	2.42394	2.43729	2.27242	2.35155	2.37575	2.24781	1.9534	2.30489	2.2053	2.18817	0
Snord11	2.77828	2.80972	2.77034	2.78066	2.7537	2.73998	2.77603	2.87626	2.73781	2.84271	2.7294	2.80224	2.78837	2.77455	2.79438	2.77406	2.76877	2.80189	0
Bmpr2	3.29933	3.30619	3.32874	3.30649	3.28339	3.3093	3.32565	3.30702	3.29993	3.31898	3.31299	3.33606	3.31034	3.31464	3.30165	3.30928	3.31671	3.26793	0
Bmpr2_dup1	2.96111	2.98521	3.03253	2.98689	3.00869	2.98006	2.95939	2.97452	2.9827	2.99554	2.93379	2.9992	2.87494	3.00046	2.97114	2.89426	3.03162	2.8945	0
Fam117b	2.91709	2.92842	2.94829	2.93159	2.9369	2.94125	2.92973	2.90205	2.91318	2.92707	2.9321	2.94871	2.89518	2.94242	2.94714	2.93921	2.93056	2.91289	0
Carf	2.65336	2.65681	2.67975	2.66875	2.70535	2.66224	2.61716	2.66547	2.68142	2.6858	2.6789	2.67634	2.64425	2.66831	2.6253	2.56681	2.61779	2.5948	0
Nbeal1	3.04122	3.04065	3.02329	3.05268	3.02604	3.05481	3.03576	3.02526	3.01203	3.05287	3.05656	3.05089	3.01801	3.05233	3.0256	3.02387	3.05668	2.98966	0
Cyp20a1	3.108	3.15448	3.12035	3.10357	3.09214	3.1122	3.10336	3.08333	3.08721	3.09735	3.10928	3.10709	3.1093	3.11756	3.0346	3.0932	3.09378	3.08906	0
Abi2	2.65412	2.80293	2.66041	2.77797	2.65158	2.70536	2.7511	2.77217	2.69953	2.76509	2.69337	2.72198	2.75889	2.76304	2.6437	2.8078	2.70782	2.69824	0
Cd28	2.20714	2.28988	2.27992	2.25066	2.27228	2.29127	2.40923	2.3014	2.29949	2.41511	2.09577	2.24386	2.36979	2.38198	2.33414	2.3059	2.20852	2.31032	0
Ctla4	1.77448	1.8337	1.72889	1.86278	1.65187	1.82812	1.88738	1.86167	1.87542	1.92706	1.8114	1.67123	1.80072	1.91361	1.84356	1.80111	1.74661	1.9527	0
Icos	2.54999	2.69506	2.62148	2.69477	2.61061	2.72394	2.67184	2.69421	2.65409	2.7165	2.66109	2.60452	2.74042	2.78503	2.65399	2.78811	2.53752	2.64471	0
9530026F06Rik	2.50973	2.45654	2.43379	2.43904	2.39671	2.45245	2.39239	2.4781	2.44361	2.40005	2.47124	2.42473	2.47822	2.41213	2.50971	2.51715	2.49653	2.42905	0
Pard3b	2.74724	2.71948	2.75577	2.67031	2.72247	2.64086	2.64504	2.69288	2.58512	2.58387	2.68411	2.69266	2.54889	2.6044	2.72063	2.65578	2.65507	2.71903	0
Nrp2	3.02174	2.898	2.98973	2.9122	2.94915	2.95294	2.9359	2.8912	2.91229	2.92317	2.95321	2.93141	2.91278	2.92393	2.99041	2.92591	2.97524	2.96338	0
Ndufs1	2.3381	2.32544	2.37953	2.29397	2.34332	2.30657	2.30273	2.24747	2.43904	2.33466	2.2882	2.36012	2.34543	2.30168	2.17212	2.32382	2.22547	2.35639	0
Gm20342	2.69821	2.75324	2.63961	2.70093	2.6538	2.72963	2.75916	2.64226	2.71249	2.7377	2.6904	2.6771	2.68241	2.70089	2.64505	2.55239	2.67802	2.63604	0
Eef1b2	3.31412	3.35933	3.32715	3.33084	3.31605	3.30985	3.29789	3.34386	3.30203	3.30135	3.29858	3.31306	3.33582	3.31832	3.31632	3.32641	3.31733	3.31967	0
Snora41	2.36122	2.38244	2.33801	2.39276	2.38988	2.38181	2.35597	2.46831	2.47418	2.42514	2.40196	2.43158	2.43001	2.39155	2.39867	2.48462	2.46898	2.2532	0
Zdbf2	2.3309	2.24698	2.24603	2.24566	2.26471	2.18866	2.20812	2.27036	2.23582	2.18125	2.26685	2.22643	2.22836	2.29301	2.26356	2.33126	2.29304	2.30118	0
Adam23	2.87213	2.90967	2.93737	2.9341	2.91374	3.00792	3.02398	2.88196	3.0665	3.12967	2.93923	2.92018	3.09258	3.11341	2.95355	2.89421	2.8444	2.99681	0
Fastkd2	2.72871	2.74172	2.79154	2.78153	2.78199	2.80607	2.67685	2.74739	2.71369	2.69553	2.75791	2.74376	2.66275	2.73458	2.64276	2.71596	2.71198	2.68092	0
Gm13749	2.07279	2.07556	2.24892	2.06459	2.11768	2.09723	2.14959	2.14067	2.13263	2.08428	2.10945	2.15601	2.1735	2.07574	2.24581	2.14201	2.0444	2.16824	0
Klf7	1.6346	1.68115	1.68363	1.87634	1.44184	1.69518	1.55621	1.54655	1.62124	1.57447	1.62694	1.55472	1.47942	1.71817	1.40529	1.50712	1.61416	1.74723	0
Creb1	3.02595	3.06931	3.03141	3.04546	3.02281	3.01471	3.04789	3.04983	3.02633	3.07078	3.02023	3.03689	3.06103	3.07811	3.03685	3.05762	3.03405	3.02952	0
Ccnyl1	2.51091	2.6675	2.59728	2.62819	2.523	2.57021	2.58482	2.62826	2.69548	2.57654	2.68152	2.6185	2.5488	2.63197	2.61721	2.55008	2.59043	2.53102	0
Pikfyve	2.97009	2.97524	2.9131	2.96767	2.93425	2.97046	2.94955	2.92594	2.94561	2.91925	2.93775	2.92785	2.95285	2.97635	2.97721	2.91761	2.96108	2.8991	0
Pth2r	2.30005	2.27865	2.34774	2.29319	2.2233	2.20899	2.2732	2.22384	2.31641	2.31234	2.28645	2.25516	2.2357	2.14573	2.27635	2.30687	2.22399	2.2652	0
Crygf	1.17284	0.56313	0.79164	0.77358	0.83934	0.65575	0.96458	0.55043	0.6956	0.93652	0.73677	0.69533	0.82976	0.53434	0.9364	0.7881	0.73408	1.09695	0
Mtap2	2.42633	2.36956	2.38824	2.39112	2.31196	2.35742	2.32662	2.31342	2.53006	2.41568	2.35694	2.41497	2.41499	2.37979	2.35887	2.45141	2.3594	2.39112	0
Unc80	2.27609	2.20143	2.2648	2.29316	2.29614	2.20541	2.2174	2.26282	2.20782	2.2264	2.28463	2.30057	2.2931	2.26224	2.31042	2.2504	2.2345	2.29979	0
Rpe	3.1677	3.15545	3.19028	3.12638	3.13791	3.14319	3.10874	3.08592	3.12097	3.12238	3.15133	3.14328	3.13767	3.15252	3.154	3.13816	3.16901	3.13551	0
Cps1	3.70711	3.7146	3.70106	3.70761	3.70169	3.70471	3.69018	3.70602	3.67864	3.6841	3.7062	3.70559	3.70074	3.69648	3.70116	3.70594	3.70777	3.70464	0
Spag16	1.95201	2.01608	2.09095	2.07078	2.03963	2.08864	2.06993	2.04104	2.08908	2.15002	2.08374	2.1507	2.15037	2.00729	2.14276	2.19636	2.17317	2.12138	0
Vwc2l	2.04696	2.06432	1.95886	1.99176	1.93435	1.93675	2.00955	1.89904	1.86667	1.99978	2.00657	1.93506	1.9928	1.85797	1.89973	2.04423	2.03768	1.99245	0
Atic	3.07747	3.14791	3.13961	3.09093	3.11703	3.10738	3.12623	3.08658	3.13123	3.1367	3.13794	3.16152	3.12303	3.133	3.13045	3.11745	3.12488	3.16583	0
Apol7d	2.09999	2.00698	2.14289	1.90292	2.01937	1.99519	2.01688	1.96985	2.00951	1.90431	1.99139	2.03648	1.95491	1.92899	2.00219	1.96977	2.02841	2.04667	0
Gm8883	3.25552	3.20804	3.33163	3.25616	3.30741	3.20078	3.16932	3.18645	3.14883	3.08125	3.26248	3.2942	3.08997	3.14559	3.286	3.21639	3.25988	3.33998	0
Gm5528	2.87146	2.86791	2.82938	2.83751	2.83154	2.80926	2.88506	2.98446	2.82808	2.81385	2.87787	2.82104	2.90275	2.83779	2.9183	2.93959	2.95896	2.93413	0
B930094L07Rik	2.4119	2.45478	2.46476	2.42215	2.43152	2.43535	2.47299	2.49279	2.44452	2.42525	2.53108	2.39619	2.44014	2.46699	2.41628	2.4333	2.53092	2.47126	0
Tmem169	2.40659	2.30931	2.2709	2.37203	2.35086	2.29687	2.43063	2.37246	2.38805	2.38604	2.3534	2.42542	2.3706	2.33027	2.30692	2.3248	2.34508	2.35097	0
Xrcc5	3.04651	3.06057	3.04319	3.03053	3.08096	3.07609	3.05903	3.03074	3.05832	3.02077	3.04094	3.03682	3.02084	3.0335	3.00007	3.0065	3.05507	3.02222	0
Smarcal1	2.8525	2.91725	2.9441	2.87103	2.89997	2.88869	2.90443	2.79725	2.88142	2.87992	2.86454	2.87858	2.84867	2.88251	2.84126	2.91607	2.86761	2.91116	0
Rpl37a	2.58944	2.61117	2.62495	2.55067	2.52389	2.60499	2.52073	2.56612	2.47019	2.57212	2.58306	2.5608	2.6186	2.57669	2.63346	2.5509	2.57789	2.60172	0
Igfbp2	3.21606	3.23489	3.2665	3.22932	3.26794	3.25237	3.23546	3.2946	3.0972	3.22149	3.27681	3.26038	3.2235	3.12946	3.14529	3.13182	3.14518	3.07273	0
1700027A15Rik	2.18849	2.19145	2.22237	2.19263	2.24921	2.16049	2.20036	2.14632	2.17843	2.27571	2.29017	2.38355	2.16695	2.14101	2.28341	2.3126	2.26796	2.30167	0
D530049I02Rik	2.33145	2.29236	2.34502	2.21142	2.28556	2.27846	2.27939	2.30923	2.24754	2.30648	2.35968	2.29646	2.40862	2.30808	2.33555	2.26276	2.375	2.44394	0
Rufy4	2.51977	2.47134	2.48682	2.49884	2.59626	2.44487	2.49922	2.47914	2.4389	2.42625	2.56929	2.58868	2.51863	2.47477	2.5134	2.49887	2.55183	2.53087	0
Cxcr2	2.42297	2.39015	2.34278	2.44593	2.44966	2.43601	2.48027	2.38528	2.53046	2.58696	2.41992	2.39983	2.53677	2.55025	2.4509	2.44668	2.45051	2.42315	0
Arpc2	3.43946	3.43618	3.42439	3.44748	3.43203	3.46116	3.45544	3.44232	3.46264	3.4816	3.44691	3.43421	3.45852	3.47591	3.43669	3.44259	3.45432	3.43875	0
Gpbar1	2.58665	2.52548	2.50021	2.5256	2.61608	2.45381	2.52622	2.50786	2.56486	2.46631	2.59917	2.62336	2.54368	2.38296	2.54962	2.47066	2.51177	2.55552	0
Pnkd	3.26719	3.24484	3.22863	3.18497	3.22177	3.20419	3.13671	3.03915	3.1609	3.0839	3.04928	3.07494	3.19016	3.1902	3.2383	3.23497	3.24653	3.22661	0
Gm216	2.25154	2.19292	2.23683	2.36939	2.28297	2.06069	2.31413	2.24602	2.25735	2.20636	2.29958	2.24962	2.23425	2.17383	2.31763	2.35394	2.28201	2.27018	0
Slc11a1	2.88187	3.16109	2.94042	3.11137	2.93538	3.10534	3.10234	3.04395	3.14789	3.18887	2.97524	2.8363	3.16846	3.18868	2.9817	3.11894	2.84358	3.02018	0
Ctdsp1	2.93037	2.94572	2.95594	2.96336	2.95253	2.9225	2.9362	2.9305	2.92096	2.86956	2.93204	2.90329	2.86683	2.8414	2.9364	2.95503	2.91595	2.95957	0
Mir26b	2.18719	2.32851	2.42371	2.13353	2.23077	2.21317	2.18383	2.20078	2.13086	2.21014	2.04462	2.20321	2.06867	2.00856	2.21588	2.20645	2.24716	2.11497	0
Vil1	2.23169	2.15275	2.16796	2.19975	2.11801	2.23286	2.17634	2.2626	2.34716	2.38168	2.32634	2.15962	2.23347	2.24564	2.24175	2.15133	2.2724	2.22145	0
Rqcd1	3.15911	3.19003	3.14513	3.18468	3.18949	3.17742	3.15873	3.14057	3.1673	3.15481	3.13753	3.13176	3.17295	3.17377	3.1394	3.15896	3.16013	3.18342	0
Plcd4	1.95001	1.8243	1.93793	1.90453	1.89514	1.94703	1.99914	1.96603	1.95112	1.91922	1.95467	1.92038	1.96663	1.90263	1.99217	2.04886	1.9891	2.01674	0
Bcs1l	3.05138	3.03616	3.0442	3.04321	3.081	3.04178	2.99845	3.04211	3.03077	3.00958	3.0316	3.03562	3.03726	3.05576	3.04715	2.99176	3.05143	3.05967	0
Stk36	2.40722	2.34942	2.38193	2.44073	2.43529	2.40282	2.45561	2.39534	2.3532	2.42048	2.38837	2.39383	2.36522	2.36744	2.3923	2.45747	2.4365	2.38156	0
Ttll4	2.85658	2.89296	2.8527	2.83759	2.85689	2.84603	2.86877	2.92099	2.88001	2.89962	2.92626	2.8846	2.87923	2.88794	2.8908	2.86365	2.86469	2.85853	0
Cyp27a1	3.5596	3.53005	3.56412	3.48816	3.55536	3.52157	3.51863	3.49937	3.49269	3.50271	3.56262	3.55527	3.5029	3.49757	3.55137	3.52156	3.57558	3.53908	0
Wnt6	2.34175	2.33927	2.37507	2.33152	2.3674	2.34758	2.32121	2.34685	2.2795	2.33208	2.29819	2.33026	2.36434	2.27115	2.40092	2.36899	2.43294	2.38803	0
Wnt10a	2.58079	2.50792	2.5691	2.55122	2.59609	2.46295	2.53238	2.66041	2.60852	2.60127	2.54548	2.60628	2.60522	2.55538	2.64821	2.67037	2.57899	2.64088	0
Cdk5r2	2.51933	2.4854	2.54231	2.54753	2.49014	2.42477	2.50097	2.50785	2.51114	2.50481	2.52041	2.58729	2.59447	2.52832	2.51168	2.63956	2.54407	2.5082	0
Fam134a	3.30753	3.3053	3.34231	3.32409	3.3222	3.28914	3.29016	3.31976	3.27008	3.25847	3.33332	3.32816	3.25366	3.25198	3.31008	3.30572	3.3013	3.31771	0
Zfand2b	3.08726	3.05307	3.09221	3.06828	3.11325	3.03721	3.04154	3.06198	3.04068	3.01348	3.0717	3.07281	3.04424	3.01207	3.06388	3.05011	3.08999	3.0774	0
Ankzf1	2.82013	2.75948	2.82187	2.78798	2.79579	2.80046	2.79015	2.83239	2.6846	2.73815	2.7676	2.73815	2.70234	2.77347	2.75893	2.71017	2.74033	2.79973	0
Stk16	3.29504	3.31486	3.31895	3.28551	3.30295	3.27869	3.28276	3.28829	3.27484	3.26703	3.28952	3.29377	3.30615	3.27982	3.29683	3.25562	3.29639	3.31413	0
Dnajb2	3.03658	3.05697	3.03457	3.04671	3.0475	3.02365	2.96492	2.99566	2.99651	2.99532	3.03968	3.01267	3.07047	3.06431	3.02792	3.04706	3.0455	3.05737	0
Des	2.68485	2.71957	2.67602	2.70608	2.60207	2.72258	2.74105	2.73021	2.71737	2.75466	2.62659	2.58576	2.61976	2.73074	2.59159	2.72664	2.62662	2.6189	0
Speg	2.44043	2.37445	2.38541	2.42625	2.41888	2.41678	2.43347	2.40527	2.41612	2.39798	2.45238	2.49775	2.47402	2.35768	2.4778	2.48744	2.49528	2.4688	0
Gmppa	3.10333	3.09469	3.0847	3.14867	3.1118	3.12979	3.08542	3.05408	3.07114	3.07127	3.09192	3.06606	3.13234	3.13179	3.06809	3.0192	3.04746	3.08455	0
Accn4	2.61031	2.52017	2.52	2.54372	2.56365	2.53597	2.49599	2.56809	2.46034	2.52247	2.66045	2.57442	2.51852	2.46112	2.62778	2.56173	2.584	2.54624	0
Tmem198	2.34142	2.30234	2.31924	2.34868	2.34672	2.25967	2.27848	2.31331	2.29072	2.21213	2.37938	2.32243	2.31659	2.2751	2.2453	2.35457	2.425	2.40419	0
Inha	2.42665	2.37996	2.45255	2.44472	2.42087	2.41963	2.49458	2.44118	2.4946	2.45335	2.42205	2.41342	2.45085	2.44746	2.46495	2.52127	2.51836	2.46058	0
Stk11ip	2.60043	2.53536	2.64155	2.64798	2.58041	2.5541	2.57202	2.57752	2.6092	2.59069	2.5941	2.58249	2.55084	2.51904	2.52153	2.58164	2.52357	2.56748	0
Slc4a3	2.50797	2.4682	2.44189	2.49803	2.46525	2.46831	2.50711	2.54478	2.57213	2.53827	2.51527	2.50234	2.49528	2.50007	2.60251	2.56475	2.54017	2.48921	0
LOC100862333	1.42537	1.59289	1.67331	1.80021	1.50582	1.53631	1.40896	1.48708	1.38279	1.5179	1.50059	1.55488	1.81174	1.47294	1.05181	1.78772	1.5876	1.44922	0
Sgpp2	2.45313	2.33471	2.40155	2.24962	2.41328	2.36183	2.42174	2.32537	2.45984	2.43564	2.48351	2.41776	2.49497	2.41012	2.46967	2.34629	2.41204	2.37612	0
Gm17751	1.98619	2.01894	2.06484	2.06631	1.98606	1.96408	1.98522	2.04143	2.01122	1.95982	2.05343	2.05353	1.94765	1.94022	2.0337	1.95443	2.06639	2.06039	0
Mogat1	2.36121	2.11578	2.22678	2.16677	2.44153	2.2934	2.31805	2.15714	2.31902	2.24253	2.32993	2.36455	2.3001	2.28994	2.39253	2.19616	2.39506	2.36255	0
Acsl3	2.84365	2.82005	2.60078	2.77796	2.71964	2.84363	2.66615	2.67324	2.65384	2.80781	2.78232	2.70425	2.79711	2.86147	2.72935	2.77277	2.80067	2.74015	0
Kcne4	2.33951	2.29477	2.37905	2.331	2.2574	2.3554	2.35303	2.39026	2.31393	2.31679	2.33037	2.32877	2.36807	2.25742	2.35614	2.43831	2.4279	2.39841	0
LOC100862182	1.74793	1.88384	1.89401	1.9017	1.85044	1.73487	1.77952	1.90085	1.87578	1.70522	1.86532	1.72216	1.87771	1.74992	1.87916	1.85095	1.93116	1.96451	0
Mrpl44	2.7912	2.75744	2.74572	2.77522	2.78093	2.78736	2.7133	2.71605	2.71283	2.71012	2.74047	2.7187	2.70415	2.73297	2.77233	2.76964	2.76176	2.75374	0
LOC100862198	2.41097	2.28004	2.28094	2.31244	2.46605	2.2747	2.33533	2.2752	2.37548	2.25806	2.29494	2.45115	2.35525	2.29255	2.41041	2.16482	2.44658	2.28795	0
1700016L21Rik	1.97487	1.96652	2.11274	2.05292	2.11856	1.92601	2.02146	2.0393	1.87313	1.91802	1.9493	2.01215	1.97884	1.93867	2.00275	2.17329	1.91549	2.12083	0
9430031J16Rik	1.63963	1.6114	1.72067	1.61092	1.61276	1.619	1.50304	1.67771	1.55311	1.7298	1.61882	1.64962	1.62463	1.49267	1.79275	1.75385	1.60655	1.76002	0
Irs1	2.25571	2.15689	2.23055	2.21831	2.26753	2.25273	2.17111	2.28717	2.14722	2.24814	2.27854	2.19259	2.2911	2.30022	2.24557	2.25223	2.22107	2.3803	0
Gm19537	2.1608	2.20654	2.28939	2.27965	2.23013	2.10436	2.1536	2.16749	2.19147	2.18699	2.23697	2.19716	2.23605	2.18118	2.18709	2.15083	2.25568	2.2793	0
Rhbdd1	3.01887	3.02022	3.00421	3.0081	3.03163	3.03447	3.0314	2.96751	3.02681	3.0006	3.00983	2.9692	3.00867	2.97683	3.0101	2.98699	2.98836	3.04042	0
Col4a3	2.30955	2.12587	2.21081	2.26781	2.16352	2.58235	2.67025	2.24416	2.58585	2.6066	2.19612	2.26925	2.60626	2.57351	2.26384	2.25014	2.32482	2.29727	0
Mff	3.1171	3.1292	3.13337	3.11534	3.1281	3.13912	3.13039	3.11065	3.11647	3.11288	3.11665	3.14604	3.09996	3.09747	3.09937	3.124	3.11304	3.08967	0
Agfg1	3.22401	3.27345	3.21857	3.26986	3.20875	3.26851	3.27066	3.25548	3.29866	3.30487	3.22408	3.22555	3.26078	3.28674	3.20113	3.2628	3.21712	3.20666	0
Ccl20	2.28071	2.2418	2.2143	2.29978	2.18699	2.26498	2.62409	2.26278	2.57251	2.83494	2.20893	2.27312	2.36825	2.53045	2.30814	2.30047	2.29597	2.24554	0
Wdr69	1.56642	1.41736	1.44457	1.71805	1.383	1.58897	1.50215	1.46392	1.54165	1.44631	1.52064	1.51987	1.47398	1.52971	1.6435	1.52365	1.31242	1.67314	0
Fbxo36	2.97046	2.90522	2.95401	2.90824	3.00761	3.00488	2.9994	2.93173	3.02015	2.96308	2.96514	2.98534	3.02537	2.98666	2.94727	2.81046	3.0195	2.94572	0
Gm7609	2.76612	2.87149	2.77427	2.82964	2.6974	2.77111	3.00009	2.75785	2.84135	2.95659	2.6896	2.57665	2.85142	2.94364	2.74946	2.82158	2.68402	2.69888	0
C130026I21Rik	2.43744	2.56382	2.47467	2.57262	2.41536	2.52051	2.68673	2.51653	2.49153	2.62484	2.45914	2.37093	2.59129	2.61229	2.5565	2.48787	2.52975	2.54757	0
Csprs	2.32021	2.40102	2.34362	2.36355	2.19477	2.28824	2.35806	2.34684	2.38399	2.27263	2.25186	2.28502	2.27133	2.48203	2.11438	2.43757	2.24757	2.27984	0
Gm2427	2.504	2.53764	2.33567	2.57628	2.6024	2.61283	2.6377	2.50623	2.55253	2.65215	2.52986	2.48539	2.60725	2.52977	2.43701	2.44633	2.51297	2.55742	0
Sp140	1.72097	2.4696	2.33866	2.52503	2.01621	2.53282	2.49927	2.44054	2.49934	2.46363	2.15386	2.05228	2.30205	2.60519	2.09659	2.28966	2.19121	2.25989	0
Sp100	2.82856	2.94428	2.82115	2.87058	2.82142	2.89973	2.97789	2.86267	2.99547	3.05597	2.81015	2.76272	2.95719	3.04852	2.80894	2.86251	2.73672	2.82945	0
Sp100_dup1	1.75944	1.79649	1.91757	1.70246	1.8772	2.05173	1.99623	1.793	2.0367	1.79985	1.82267	1.575	1.4948	1.87294	1.66465	1.62364	1.5179	1.6108	0
Cab39	2.96104	3.00477	2.98378	2.98961	2.95579	2.97874	2.97399	2.97448	2.99064	2.9722	2.99375	2.99974	2.9944	2.98923	2.96932	2.99984	3.00054	2.9601	0
Itm2c	2.99852	3.06938	3.0161	3.04977	3.01776	3.09954	3.11547	3.03212	3.173	3.19763	2.96672	2.98035	3.16321	3.15994	2.98812	3.0704	2.97841	3.029	0
4933407L21Rik	1.97002	1.70638	1.85791	1.75531	1.61457	1.86529	1.98228	1.98745	1.79476	1.95983	1.95264	1.95287	1.79798	1.81254	1.84928	1.80835	1.84881	1.79316	0
Spata3	2.06802	2.11087	2.05256	2.07801	1.96728	2.12949	2.10751	2.07522	2.04629	1.91678	2.06395	2.13818	2.04633	2.00598	2.12811	2.06213	2.11298	2.14241	0
2810459M11Rik	3.32714	3.31736	3.32543	3.31851	3.35622	3.306	3.30293	3.31398	3.30555	3.26595	3.32881	3.31536	3.27477	3.26807	3.30874	3.3184	3.32357	3.33651	0
Psmd1	3.32632	3.35553	3.3234	3.35468	3.33718	3.35085	3.33215	3.27907	3.34018	3.31299	3.31043	3.29981	3.30896	3.32722	3.31822	3.3184	3.33749	3.31948	0
Armc9	2.76261	2.69352	2.66217	2.70777	2.67937	2.68906	2.64624	2.62615	2.62715	2.63718	2.64193	2.71648	2.6824	2.64818	2.64895	2.65303	2.68469	2.73302	0
B3gnt7	2.15581	2.15131	2.1967	2.20702	2.1031	2.14068	2.24773	2.26931	2.18065	2.23363	2.22634	2.25534	2.27354	2.16637	2.15052	2.24963	2.21978	2.24796	0
Gm5258	2.42088	2.40833	2.44324	2.42232	2.35734	2.35673	2.3626	2.421	2.41151	2.37619	2.44925	2.47491	2.37862	2.3588	2.52899	2.48719	2.44212	2.41428	0
C130036L24Rik	2.39466	2.42909	2.44104	2.36153	2.39839	2.39864	2.41139	2.37593	2.40241	2.34444	2.33012	2.3567	2.42262	2.31549	2.50902	2.35769	2.37778	2.47782	0
1700019O17Rik	2.44544	2.41218	2.39827	2.383	2.485	2.45001	2.45573	2.41058	2.43855	2.37835	2.50876	2.493	2.40962	2.42488	2.5334	2.40016	2.47664	2.54708	0
Ptma	3.41001	3.44097	3.40881	3.46298	3.38042	3.40005	3.41043	3.43651	3.44041	3.46687	3.38177	3.39776	3.46895	3.46737	3.44667	3.4399	3.37876	3.44596	0
Cops7b	2.9085	2.91224	2.93609	2.86795	2.89215	2.90417	2.86823	2.8645	2.87749	2.84013	2.89541	2.86179	2.87653	2.86616	2.90142	2.84622	2.89396	2.92824	0
Dis3l2	2.96702	2.93184	2.9464	2.95982	3.00082	2.99215	2.98879	3.00088	3.00607	2.97335	2.9851	2.97513	2.93935	2.96796	2.90298	2.87231	2.91852	2.94932	0
Akp3	1.86704	1.91415	1.95528	2.00807	1.82105	1.98389	2.0318	2.07061	2.00088	2.01018	2.02151	1.93392	1.92038	2.26088	2.05431	1.9706	1.9018	2.00016	0
Prss56	2.39729	2.43977	2.41097	2.44472	2.45855	2.43625	2.47271	2.45115	2.39382	2.41054	2.42918	2.5099	2.43118	2.36248	2.47374	2.46041	2.51396	2.44695	0
Chrnd	2.27694	2.32676	2.28483	2.25436	2.28965	2.17526	2.34891	2.2976	2.34459	2.30104	2.18443	2.38497	2.35328	2.1853	2.39484	2.25533	2.32041	2.26929	0
Chrng	2.35268	2.30719	2.38552	2.35654	2.32074	2.32107	2.39633	2.37353	2.3448	2.26304	2.40529	2.37876	2.44369	2.33245	2.4348	2.4533	2.41881	2.45931	0
Eif4e2	3.05016	3.04282	3.02761	3.04916	3.05873	3.06316	3.03131	3.03867	3.06391	3.05236	3.06841	3.04614	3.03275	3.04972	3.0345	3.00881	3.01604	3.00977	0
Efhd1	2.27407	2.37586	2.40587	2.38255	2.48146	2.4186	2.51519	2.39869	2.42733	2.34565	2.44856	2.39806	2.41229	2.40656	2.3963	2.39534	2.43641	2.50864	0
Gigyf2	3.03279	3.03275	3.02011	3.01807	3.04813	3.02548	3.01211	3.04533	2.99409	2.98304	3.02126	3.03177	3.00467	3.01226	3.00631	3.01385	2.99696	3.0007	0
3110079O15Rik	2.46902	2.45041	2.50021	2.44518	2.49854	2.51386	2.43926	2.46768	2.41259	2.46551	2.47393	2.54986	2.48362	2.38555	2.46986	2.53722	2.46178	2.44217	0
A530079E22Rik	2.11714	2.0611	1.97597	2.09467	2.22393	2.05153	2.0162	2.14616	2.06734	2.05888	2.17017	2.13872	2.06511	2.00405	2.15202	2.06381	2.07777	2.18033	0
Neu2	2.43476	2.27579	2.34479	2.26535	2.36857	2.447	2.33385	2.3132	2.35782	2.44112	2.37153	2.46287	2.50579	2.52484	2.48716	2.39242	2.37652	2.4419	0
Inpp5d	2.62941	2.87142	2.70062	2.85805	2.65767	2.85172	2.87654	2.78336	2.94563	3.04014	2.66169	2.59409	2.94748	2.98741	2.69195	2.81413	2.563	2.70341	0
