id	AH063	AH064	AH065	AH066
LmxM.31.2995	625	564	694	547
LmxM.31.2998	532	1685	1342	1712
LmxM.31.3000	325	719	538	604
LmxM.31.3010	229	531	630	446
LmxM.31.3020	4	28	31	41
LmxM.31.3030	20	189	167	277
LmxM.31.3040	798	2107	3017	3091
LmxM.31.3050	109	322	238	343
LmxM.31.3060	53	128	123	165
LmxM.31.3065	14	75	113	173
LmxM.31.3070	455	2529	3677	5484
LmxM.31.3080	4	5	6	3
LmxM.31.3090	121	426	415	617
LmxM.31.3100	4	34	48	89
LmxM.31.3110	85	147	245	190
LmxM.31.3130	1532	1802	3384	1697
LmxM.31.3140	170	503	776	713
LmxM.31.3150	87	378	388	594
LmxM.31.3160	58	45	44	36
LmxM.31.3170	4	17	28	12
LmxM.31.3180	22	89	103	106
LmxM.31.3190	2	90	69	88
LmxM.31.3200	418	979	818	1480
LmxM.31.3210	57	1538	1724	2027
LmxM.31.3220	83	64	46	83
LmxM.31.3230	175	417	423	452
LmxM.31.3240	60	305	139	352
LmxM.31.3250	73	405	272	486
LmxM.31.3260	138	407	460	1009
LmxM.31.3270	233	299	578	351
LmxM.31.3280	644	2050	1644	2527
LmxM.31.3290	21	109	224	421
LmxM.31.3300	230	664	786	582
LmxM.31.3310	185	247	377	326
LmxM.31.3320	130	214	223	245
LmxM.31.3330	615	686	940	699
LmxM.31.3340	14	35	24	38
LmxM.31.3350	373	1358	927	1666
LmxM.31.3360	42	118	110	252
LmxM.31.3370	166	388	337	413
LmxM.31.3380	15	55	50	86
LmxM.31.3390	95	201	261	364
LmxM.31.3400	76	80	69	116
LmxM.31.3410	81	204	116	194
LmxM.31.3420	56	291	179	395
LmxM.31.3430	607	1715	2015	2215
LmxM.31.3440	0	7	13	27
LmxM.31.3450	606	1409	1389	2084
LmxM.31.3460	14	22	30	31
LmxM.31.3470	7	1	0	0
LmxM.31.3480	333	552	674	744
LmxM.31.3490	92	268	369	418
LmxM.31.3500	9	59	31	62
LmxM.31.3550	2	33	22	48
LmxM.31.3555	12	31	46	97
LmxM.31.3560	2	43	24	61
LmxM.31.3570	29	119	111	140
LmxM.31.3590	180	644	545	861
LmxM.31.3600	21	67	68	112
LmxM.31.3610	1077	1594	2096	2295
LmxM.31.3620	7	3	1	12
LmxM.31.3630	44	89	87	142
LmxM.31.3640	1	2	1	1
LmxM.31.3650	16	72	49	143
LmxM.31.3680	75	135	146	176
LmxM.31.3690	29	70	71	102
LmxM.31.3700	11	21	32	67
LmxM.31.3710	34	14	19	11
LmxM.31.3720	20	75	60	128
LmxM.31.3730	33	37	46	46
LmxM.31.3740	23	86	77	115
LmxM.31.3750	65	157	162	175
LmxM.31.3760	18	36	43	52
LmxM.31.3770	853	1955	1826	2432
LmxM.31.3780	225	3150	4278	4304
LmxM.31.3790	67	164	252	329
LmxM.31.3800	49	73	122	107
LmxM.31.3810	12	33	37	41
LmxM.31.3820	513	1405	1192	1662
LmxM.31.3830	423	911	1143	1145
LmxM.31.3840	423	1030	997	1166
LmxM.31.3850	10	30	31	82
LmxM.31.3860	375	868	882	828
LmxM.31.3870	72	356	293	447
LmxM.31.3880	31	94	83	145
LmxM.31.3890	227	628	442	632
LmxM.31.3900	1090	2243	2330	2470
LmxM.31.3910	50	93	124	212
LmxM.31.3920	0	1	0	1
LmxM.31.3930	417	1228	1065	1858
LmxM.31.3940	19	28	39	56
LmxM.31.3950	90	207	238	281
LmxM.31.3960	6	47	101	90
LmxM.31.3970	64	209	205	235
LmxM.31.3980	25	81	74	84
LmxM.31.3990	338	722	782	920
LmxM.32.0010	1307	2386	4060	4101
LmxM.32.0020	70	244	113	191
LmxM.32.0030	138	524	546	466
LmxM.32.0040	23	66	72	156
LmxM.32.0050	62	166	132	194
LmxM.32.0060	81	148	249	195
LmxM.32.0070	408	885	700	934
LmxM.32.0080	474	663	937	1085
LmxM.32.0090	79	386	312	421
LmxM.32.0100	375	460	455	426
LmxM.32.0110	84	187	194	228
LmxM.32.0115	13	45	26	76
LmxM.32.0120	45	587	535	741
LmxM.32.0130	186	365	357	439
LmxM.32.0140	119	399	436	565
LmxM.32.0150	88	209	282	273
LmxM.32.0160	129	228	333	462
LmxM.32.0170	172	524	441	411
LmxM.32.0190	101	195	318	372
LmxM.32.0200	126	265	257	319
LmxM.32.0210	3236	9749	6889	8611
LmxM.32.0220	70	236	267	309
LmxM.32.0230	705	2936	3454	3487
LmxM.32.0235	14	32	32	68
LmxM.32.0240	80	98	146	270
LmxM.32.0250	81	210	168	264
LmxM.32.0260	183	322	458	313
LmxM.32.0270	247	818	909	1104
LmxM.32.0280	229	771	690	824
LmxM.32.0290	732	2481	1562	2594
LmxM.32.0295	884	2906	2379	2598
LmxM.32.0300	98	275	295	331
LmxM.32.0310	1514	1417	2550	1641
LmxM.32.0312	2473	6390	10865	9224
LmxM.32.0314	2419	6442	10773	9419
LmxM.32.0316	2432	6385	10747	9175
LmxM.32.0370	330	2080	2468	2496
LmxM.32.0380	8	46	43	73
LmxM.32.0390	1	14	19	32
LmxM.32.0400	29	134	85	146
LmxM.32.0410	1860	2960	4097	3687
LmxM.32.0420	590	664	1128	697
LmxM.32.0430	9	17	9	29
LmxM.32.0440	50	86	85	112
LmxM.32.0450	139	205	457	495
LmxM.32.0460	28	79	74	127
LmxM.32.0470	13	67	59	92
LmxM.32.0480	26	106	137	197
LmxM.32.0490	1	18	24	55
LmxM.32.0500	7	46	25	53
LmxM.32.0510	153	273	367	558
LmxM.32.0520	16	84	36	135
LmxM.32.0530	76	117	107	128
LmxM.32.0535	5	5	6	18
LmxM.32.0540	9	692	592	1070
LmxM.32.0550	81	133	122	141
LmxM.32.0560	10	14	15	8
LmxM.32.0565	26	100	78	161
LmxM.32.0570	1	368	382	356
LmxM.32.0580	28	85	90	101
LmxM.32.0585	25	4	3	1
LmxM.32.0590	663	1366	1407	951
LmxM.32.0600	379	937	705	802
LmxM.32.0605	431	1039	1012	974
LmxM.32.0610	2707	5538	5437	6724
LmxM.32.0620	643	252	265	239
LmxM.32.0630	300	677	421	575
LmxM.32.0640	629	1246	1080	854
LmxM.32.0650	1094	2658	3784	3458
LmxM.32.0660	65	70	150	169
LmxM.32.0670	144	231	263	356
LmxM.32.0680	305	1384	457	1244
LmxM.32.0690	129	487	396	625
LmxM.32.0700	84	150	182	175
LmxM.32.0710	361	474	698	816
LmxM.32.0720	599	1013	1381	1837
LmxM.32.0730	101	58	70	68
LmxM.32.0740	227	560	713	987
LmxM.32.0750	12	35	34	79
LmxM.32.0760	74	165	209	299
LmxM.32.0765	667	1248	1283	1206
LmxM.32.0770	102	841	843	1071
LmxM.32.0780	121	228	287	266
LmxM.32.0790	2	6	8	3
LmxM.32.0792	34468	130864	136499	174529
LmxM.32.0794	34482	130471	136533	174690
LmxM.32.0830	22	822	2559	1115
LmxM.32.0840	17	50	54	74
LmxM.32.0850	214	669	467	677
LmxM.32.0860	39	99	93	184
LmxM.32.0870	742	1044	1188	2089
LmxM.32.0880	45	92	89	103
LmxM.32.0890	62	109	215	261
LmxM.32.0900	16	66	68	92
LmxM.32.0910	462	881	1009	922
LmxM.32.0920	10630	13112	15054	17081
LmxM.32.0930	61	255	370	809
LmxM.32.0935	43	68	39	75
LmxM.32.0940	181	461	348	288
LmxM.32.0950	27	130	81	223
LmxM.32.0960	24	65	58	109
LmxM.32.0970	26	78	101	108
LmxM.32.0980	26	286	330	584
LmxM.32.0990	771	2400	1908	2666
LmxM.32.1000	47	164	100	217
LmxM.32.1010	452	883	914	1427
LmxM.32.1020	71	2984	3009	4511
LmxM.32.1030	771	2070	2205	2468
LmxM.32.1035	2585	5083	5996	5860
LmxM.32.1040	86	236	289	292
LmxM.32.1050	47	272	200	493
LmxM.32.1060	135	644	608	1077
LmxM.32.1070	18	44	70	75
LmxM.32.1080	1	0	0	1
LmxM.32.1090	269	688	797	752
LmxM.32.1100	368	1198	1258	1703
LmxM.32.1110	20	80	59	63
LmxM.32.1120	19	185	151	257
LmxM.32.1130	116	297	370	591
LmxM.32.1140	8979	5067	19944	3804
LmxM.32.1150	2074	5624	5011	6792
LmxM.32.1160	706	1551	2018	2061
LmxM.32.1170	19	74	76	131
LmxM.32.1180	121	285	288	480
LmxM.32.1190	36	122	136	190
LmxM.32.1200	203	310	326	379
LmxM.32.1210	31	76	64	81
LmxM.32.1220	26	249	281	581
LmxM.32.1230	34	142	139	118
LmxM.32.1240	18	285	324	497
LmxM.32.1245	135	236	295	323
LmxM.32.1250	476	950	1194	1170
LmxM.32.1260	39	196	199	286
LmxM.32.1270	102	167	255	343
LmxM.32.1280	2061	4867	6537	5521
LmxM.32.1290	446	1461	1217	1255
LmxM.32.1300	68	501	457	706
LmxM.32.1305	139	302	267	359
LmxM.32.1310	80	11	19	17
LmxM.32.1320	14	4	11	18
LmxM.32.1330	448	547	793	510
LmxM.32.1340	107	280	197	270
LmxM.32.1350	12	21	27	12
LmxM.32.1355	842	1740	2430	1673
LmxM.32.1360	46	174	179	402
LmxM.32.1370	73	147	187	207
LmxM.32.1380	244	593	768	1069
LmxM.32.1390	80	99	88	78
LmxM.32.1400	162	397	743	949
LmxM.32.1410	26	187	165	299
LmxM.32.1420	68	122	107	111
LmxM.32.1430	75	190	152	350
LmxM.32.1440	107	320	221	543
LmxM.32.1450	746	1609	1495	1978
LmxM.32.1460partial	449	720	749	1137
LmxM.32.1470	227	552	369	697
LmxM.32.1490	813	3089	2742	3245
LmxM.32.1500	109	1776	3627	6067
LmxM.32.1510	5	60	63	79
LmxM.32.1520	17	133	88	131
LmxM.32.1530	661	959	1501	1649
LmxM.32.1540	896	2452	2104	2509
LmxM.32.1550	551	1140	1142	1346
LmxM.32.1560	20	52	42	60
LmxM.32.1570	246	598	503	619
LmxM.32.1575	131	220	292	267
LmxM.32.1580	232	809	552	819
LmxM.32.1590	77	708	547	932
LmxM.32.1600	35	86	94	120
LmxM.32.1610	15	19	36	26
LmxM.32.1620	457	3258	4359	2751
LmxM.32.1630	663	601	1101	651
LmxM.32.1640	2866	7295	6317	8064
LmxM.32.1650	22	45	64	64
LmxM.32.1660	278	681	731	686
LmxM.32.1670	67	160	106	134
LmxM.32.1680	613	849	1387	758
LmxM.32.1690	66	229	216	223
LmxM.32.1700	2212	3894	4027	3525
LmxM.32.1710	633	1185	1398	1286
LmxM.32.1720	90	220	255	268
LmxM.32.1730	57	298	276	341
LmxM.32.1740	94	15	19	33
LmxM.32.1750	673	1337	1057	1560
LmxM.32.1760	155	497	363	483
LmxM.32.1770	19	46	38	88
LmxM.32.1780	179	478	468	496
LmxM.32.1790	51	121	146	136
LmxM.32.1800	14	31	25	32
LmxM.32.1810	491	736	702	688
LmxM.32.1820	45	312	342	360
LmxM.32.1830	35	103	61	132
LmxM.32.1840	1274	4263	2867	3891
LmxM.32.1850	125	447	435	420
LmxM.32.1860	374	729	1123	810
LmxM.32.1870	184	162	347	160
LmxM.32.1880	3	39	97	225
LmxM.32.1890	299	470	529	643
LmxM.32.1895	78	270	257	345
LmxM.32.1900	7	24	54	58
LmxM.32.1910	6	14	17	9
LmxM.32.1920	29	2912	3885	3626
LmxM.32.1930	953	1638	3071	2118
LmxM.32.1940	79	291	293	329
LmxM.32.1950	22	46	51	107
LmxM.32.1955	8516	14473	17871	18925
LmxM.32.1960	34	108	84	122
LmxM.32.1970	346	550	565	733
LmxM.32.1980	110	423	248	507
LmxM.32.1990	21	254	256	309
LmxM.32.2000	0	1	1	4
LmxM.32.2010	52	214	195	319
LmxM.32.2020	68	261	246	355
LmxM.32.2030	29	458	541	765
LmxM.32.2040	129	319	347	332
LmxM.32.2050	14	20	17	41
LmxM.32.2060	115	125	190	201
LmxM.32.2070	18	39	19	38
LmxM.32.2080	54	120	115	176
LmxM.32.2090	41	71	68	89
LmxM.32.2100	58	442	297	673
LmxM.32.2110	16	27	26	41
LmxM.32.2120	813	1572	1934	1510
LmxM.32.2130	355	1184	965	1548
LmxM.32.2140	211	1580	1881	2282
LmxM.32.2150	617	1437	1459	2238
LmxM.32.2160	297	649	609	673
LmxM.32.2170	26	153	245	525
LmxM.32.2180	535	1862	1074	1927
LmxM.32.2190	38	285	216	335
LmxM.32.2200	18	304	238	452
LmxM.32.2205	2	5	2	5
LmxM.32.2210	128	303	351	402
LmxM.32.2220	19	6	8	7
LmxM.32.2230	1	0	0	0
LmxM.32.2240	365	1069	903	1145
LmxM.32.2250	2	6	9	17
LmxM.32.2260	169	9	14	15
LmxM.32.2270	198	697	914	999
LmxM.32.2280	129	263	254	461
LmxM.32.2290	23	214	140	188
LmxM.32.2300	1006	5861	6713	5114
LmxM.32.2310	135	289	337	536
LmxM.32.2320	39	68	76	73
LmxM.32.2330	232	934	924	1485
LmxM.32.2340	354	957	904	995
LmxM.32.2350	16	476	579	700
LmxM.32.2360	44	135	160	214
LmxM.32.2370	252	560	831	660
LmxM.32.2380	133	545	572	595
LmxM.32.2390	70	5535	11555	7298
LmxM.32.2400	29	35	35	44
LmxM.32.2410	67	245	259	343
LmxM.32.2420	23	31	23	44
LmxM.32.2430	171	326	314	507
LmxM.32.2440	123	387	451	481
LmxM.32.2450	12	21	24	27
LmxM.32.2460	1468	4016	3848	4263
LmxM.32.2470	145	469	467	1095
LmxM.32.2480	397	975	736	1063
LmxM.32.2490	5	10	13	24
LmxM.32.2500	154	1284	1209	1471
LmxM.32.2510	4221	8462	12472	10073
LmxM.32.2520	136	339	308	408
LmxM.32.2530	122	213	409	352
LmxM.32.2540	162	618	658	562
LmxM.32.2550	99	222	277	278
LmxM.32.2560	166	331	349	542
LmxM.32.2570	181	295	403	288
LmxM.32.2580	39	199	264	312
LmxM.32.2585	1	44	22	57
LmxM.32.2590	0	0	1	1
LmxM.32.2600	416	772	963	803
LmxM.32.2610	28	6	7	8
LmxM.32.2620	240	432	385	434
LmxM.32.2630	46	137	120	190
LmxM.32.2640	336	610	664	854
LmxM.32.2650	123	10	12	20
LmxM.32.2660	72	158	197	211
LmxM.32.2670	85	366	439	731
LmxM.32.2680	467	1983	2200	3159
LmxM.32.2690	571	1282	1496	1229
LmxM.32.2700	68	155	170	292
LmxM.32.2710	83	334	302	416
LmxM.32.2720	63	152	165	203
LmxM.32.2730	719	2102	2314	2674
LmxM.32.2740	76	930	1522	1126
LmxM.32.2750	133	349	394	517
LmxM.32.2760	430	1378	971	1501
LmxM.32.2770	133	254	386	423
LmxM.32.2780	186	439	310	433
LmxM.32.2790	37	120	122	172
LmxM.32.2800	687	864	1321	890
LmxM.32.2810	15	278	372	338
LmxM.32.2820	97	150	250	339
LmxM.32.2830	52	94	100	128
LmxM.32.2835	107	12	13	12
LmxM.32.2840	76	121	81	169
LmxM.32.2850	69	201	162	267
LmxM.32.2860	51	174	221	253
LmxM.32.2870	19	64	85	150
LmxM.32.2880	2566	4017	4133	5264
LmxM.32.2890	1914	2490	1819	3582
LmxM.32.2900	89	2801	3021	3659
LmxM.32.2905	93	199	146	282
LmxM.32.2910	300	1694	845	1832
LmxM.32.2920	34	151	69	240
LmxM.32.2930	112	343	204	352
LmxM.32.2940	30	123	72	119
LmxM.32.2960	689	2614	1585	2636
LmxM.32.2970	43	21	9	27
LmxM.32.2980	77	358	369	824
LmxM.32.2990	82	194	115	190
LmxM.32.3000	58	229	199	246
LmxM.32.3010	23	158	64	159
LmxM.32.3020	112	1352	897	1838
LmxM.32.3030	225	967	719	1381
LmxM.32.3040	12	28	18	38
LmxM.32.3050	59	108	75	183
LmxM.32.3060	391	757	965	856
LmxM.32.3070	2109	7452	7250	8437
LmxM.32.3080	35	125	85	133
LmxM.32.3090	233	615	1012	1200
LmxM.32.3100	25	16	11	4
LmxM.32.3110	42	136	138	213
LmxM.32.3130	6	2	2	3
LmxM.32.3140	49	68	74	103
LmxM.32.3150	1585	2177	2961	4251
LmxM.32.3160	23	40	54	55
LmxM.32.3170	8	18	19	35
LmxM.32.3180	37	59	64	138
LmxM.32.3190	1037	2535	4660	5607
LmxM.32.3200	50	126	124	172
LmxM.32.3210	955	2197	2866	2328
LmxM.32.3220	627	1007	1324	1643
LmxM.32.3230	12512	22215	27689	23884
LmxM.32.3240	1359	1860	2256	2999
LmxM.32.3250	321	6402	7286	6908
LmxM.32.3260	6	23	10	26
LmxM.32.3270	295	648	1048	1151
LmxM.32.3670	2	5	1	28
LmxM.33.0010	1259	1837	2467	2009
LmxM.33.0020	34	120	85	142
LmxM.33.0030	598	1614	1373	1380
LmxM.33.0040	155	282	283	213
LmxM.33.0050	30	53	66	60
LmxM.33.0060	440	1139	1324	1492
LmxM.33.0070	8894	9872	23646	11137
LmxM.33.0080	1014	2846	3228	2872
LmxM.33.0085	107	242	287	331
LmxM.33.0090	2	25	16	27
LmxM.33.0100	7	21	17	18
LmxM.33.0110	176	195	538	261
LmxM.33.0120	139	195	243	290
LmxM.33.0130	73	94	134	265
LmxM.33.0140	588	1628	1194	1777
LmxM.33.0150	460	1191	811	1413
LmxM.33.0160	148	650	632	842
LmxM.33.0170	193	266	371	233
LmxM.33.0175	1	1	3	3
LmxM.33.0180	19	113	134	166
LmxM.33.0190	70	4158	2033	5017
LmxM.33.0200	149	603	578	698
LmxM.33.0210	42	79	98	107
LmxM.33.0220	81	190	273	450
LmxM.33.0230	76	153	182	230
LmxM.33.0240	6	10	9	34
LmxM.33.0250	84	381	459	587
LmxM.33.0260	976	2483	2023	2897
LmxM.33.0270	4	40	34	42
LmxM.33.0280	21	102	50	143
LmxM.33.0290	3	6	8	24
LmxM.33.0300	65	101	166	126
LmxM.33.0310	13	38	76	109
LmxM.33.0320	154	265	250	285
LmxM.33.0330	105	669	1320	1329
LmxM.33.0340	39	84	121	225
LmxM.33.0350	710	706	1256	801
LmxM.33.0360	10	61	87	106
LmxM.33.0370	1	3	2	8
LmxM.33.0380	344	476	861	477
LmxM.33.0400	9	13	24	70
LmxM.33.0410	102	176	187	510
LmxM.33.0420	22	69	52	151
LmxM.33.0430	253	663	486	1084
LmxM.33.0440	333	1621	2237	2751
LmxM.33.0450	25	55	46	64
LmxM.33.0460	55	132	107	193
LmxM.33.0470	167	719	681	683
LmxM.33.0480	109	871	800	1157
LmxM.33.0490	219	259	468	261
LmxM.33.0495	137	174	147	233
LmxM.33.0500	60	43	55	81
LmxM.33.0510	197	246	250	321
LmxM.33.0520	46	103	152	223
LmxM.33.0530	299	781	711	778
LmxM.33.0540	106	331	301	568
LmxM.33.0550	116	455	646	1154
LmxM.33.0560	104	265	225	239
LmxM.33.0570	54	64	56	77
LmxM.33.0580	252	5572	5921	6396
LmxM.33.0590	49	113	101	142
LmxM.33.0600	52	176	158	175
LmxM.33.0610	77	231	156	176
LmxM.33.0620	36	174	194	309
LmxM.33.0630	1094	2490	2221	2370
LmxM.33.0640	557	1402	985	1348
LmxM.33.0650	130	308	298	388
LmxM.33.0660	10	15	12	22
LmxM.33.0670	218	365	345	558
LmxM.33.0680	0	0	0	1
LmxM.33.0690	855	1683	1433	1317
LmxM.33.0700	890	1488	1947	1354
LmxM.33.0705	98	216	210	149
LmxM.33.0710	51	105	97	115
LmxM.33.0720	279	593	590	514
LmxM.33.0730	980	2385	2306	1976
LmxM.33.0740	6	12	24	13
LmxM.33.0750	106	300	376	310
LmxM.33.0760	93	370	250	468
LmxM.33.0770	89	390	214	444
LmxM.33.0780	85	240	149	254
LmxM.33.0790	16	260	213	295
LmxM.33.0800	414	1306	955	2465
LmxM.33.0810	1215	5133	4126	6347
LmxM.33.0815	23	57	57	48
LmxM.33.0820	138	115	221	221
LmxM.33.0830	898	2013	2553	2611
LmxM.33.0840	126	102	254	191
LmxM.33.0850	44	748	1067	1109
LmxM.33.0860	1230	4159	7020	9295
LmxM.33.0870	6	9	25	59
LmxM.33.0880	21	147	110	184
LmxM.33.0890	28	66	98	124
LmxM.33.0900	235	4855	5310	6397
LmxM.33.0910	531	1078	1718	1444
LmxM.33.0920	1	4	5	21
LmxM.33.0930	5	22	45	70
LmxM.33.0940	69	360	268	556
LmxM.33.0950	178	324	521	344
LmxM.33.0960	54	21	14	31
LmxM.33.0961	42	17	7	32
LmxM.33.0970	1	4	0	6
LmxM.33.0980	96	301	203	256
LmxM.33.0990	950	2477	2367	2839
LmxM.33.1000	65	177	221	266
LmxM.33.1010	3	1	0	0
LmxM.33.1020	1510	3535	3642	4685
LmxM.33.1030	64	575	674	963
LmxM.33.1040	84	208	346	214
LmxM.33.1050	92	312	407	495
LmxM.33.1060	147	322	497	476
LmxM.33.1070	113	313	295	369
LmxM.33.1090	199	209	163	240
LmxM.33.1100	23	63	38	65
LmxM.33.1110	201	486	853	567
LmxM.33.1120	175	416	318	515
LmxM.33.1130	12	25	30	38
LmxM.33.1140	3	10	12	13
LmxM.33.1150	275	747	277	428
LmxM.33.1155	5	13	19	24
LmxM.33.1160	544	626	984	878
LmxM.33.1170	204	5	5	11
LmxM.33.1175	78	191	178	295
LmxM.33.1180	5	17	21	37
LmxM.33.1190	8	44	42	57
LmxM.33.1200	19	36	38	40
LmxM.33.1210	96	281	184	403
LmxM.33.1220	570	1957	1720	2793
LmxM.33.1230	548	1487	1398	1255
LmxM.33.1240	274	645	942	806
LmxM.33.1245	21	26	40	121
LmxM.33.1250	6	38	69	76
LmxM.33.1260	120	243	188	348
LmxM.33.1270	12	36	37	78
LmxM.33.1280	48	98	98	125
LmxM.33.1290	82	297	270	482
LmxM.33.1300	185	465	696	731
LmxM.33.1310	486	1141	989	1508
LmxM.33.1320	95	493	491	537
LmxM.33.1330	6	10	10	19
LmxM.33.1340	24	69	56	134
LmxM.33.1350	47	27	25	47
LmxM.33.1360	447	1380	1675	1506
LmxM.33.1370	0	53	58	60
LmxM.33.1380	1	6	5	10
LmxM.33.1390	17	69	66	101
LmxM.33.1400	126	74	164	111
LmxM.33.1410	120	78	114	91
LmxM.33.1415	128	100	166	135
LmxM.33.1420	38	59	85	96
LmxM.33.1430	46	54	63	102
LmxM.33.1440	60	172	143	220
LmxM.33.1450	55	137	110	214
LmxM.33.1460	592	1225	1032	1695
LmxM.33.1470	5	32	31	41
LmxM.33.1480	2	146	160	285
LmxM.33.1490	229	231	323	372
LmxM.33.1500	90	344	354	394
LmxM.33.1510	314	532	481	587
LmxM.33.1520	137	510	409	629
LmxM.33.1540	106	180	257	395
LmxM.33.1550	5	35	32	35
LmxM.33.1555	456	1611	1198	1793
LmxM.33.1560	0	2	0	1
LmxM.33.1560a	14	25	20	78
LmxM.33.1570	2	7	11	37
LmxM.33.1580	2	1	1	2
LmxM.33.1590	1	10	6	30
LmxM.33.1600	4	10	5	12
LmxM.33.1610	5	15	7	45
LmxM.33.1680	1	0	0	1
LmxM.33.1720	25	59	44	179
LmxM.33.1720a	0	1	1	2
LmxM.33.1720b	0	0	3	4
LmxM.33.1720c	1	6	4	3
LmxM.33.1721	0	1	0	4
LmxM.33.1725	0	1	0	2
LmxM.33.1730	11	93	46	267
LmxM.33.1740	22	59	42	164
LmxM.33.1800	0	0	1	2
LmxM.33.1810	1	12	11	35
LmxM.33.1820	10	33	15	76
LmxM.33.1830	23280	34072	44798	39002
LmxM.33.1830b	0	1	0	1
LmxM.33.1840	8	5	1	9
LmxM.33.1890	2	11	12	31
LmxM.33.1900	17	52	23	115
LmxM.33.1900a	11	39	25	91
LmxM.33.1920	0	0	0	1
LmxM.33.1920a	0	0	0	5
LmxM.33.1920b	0	1	0	0
LmxM.33.1920c	0	0	1	1
LmxM.33.1920e	0	0	0	2
LmxM.33.1970	2	5	8	25
LmxM.33.1980	2	0	0	2
LmxM.33.1990	794	2176	2489	3285
LmxM.33.2000	5941	14180	12295	16988
LmxM.33.2010	221	782	883	1152
LmxM.33.2020	677	2351	2551	2918
LmxM.33.2030	565	1609	1039	1733
LmxM.33.2040	44598	131448	92443	126277
LmxM.33.2050	9408	11453	22986	13244
LmxM.33.2060	2173	2311	2305	2446
LmxM.33.2070	410	1217	879	1368
LmxM.33.2080	167	283	332	705
LmxM.33.2090	3178	9988	8056	10086
LmxM.33.2100	23	50	67	85
LmxM.33.2110	633	1783	1759	1837
LmxM.33.2120	39	99	113	115
LmxM.33.2125	109	243	283	219
LmxM.33.2130	1130	2032	2175	3003
LmxM.33.2140	22	178	171	287
LmxM.33.2150	63	303	266	494
LmxM.33.2160	94	263	221	326
LmxM.33.2170	6	43	42	81
LmxM.33.2180	115	238	213	272
LmxM.33.2190	111	368	235	323
LmxM.33.2200	265	878	928	1207
LmxM.33.2210	148	346	282	526
LmxM.33.2220	4	2	1	3
LmxM.33.2230	15	21	27	51
LmxM.33.2240	56	205	241	256
LmxM.33.2250	49	193	309	392
LmxM.33.2260	18	50	37	98
LmxM.33.2270	96	444	423	686
LmxM.33.2280	18	63	56	118
LmxM.33.2290	85	412	288	467
LmxM.33.2300	82	305	254	382
LmxM.33.2310	47	156	206	211
LmxM.33.2320	427	488	884	678
LmxM.33.2330	21	49	71	67
LmxM.33.2340	4926	6558	13135	6861
LmxM.33.2350	794	2247	1956	2338
LmxM.33.2360	96	246	203	286
LmxM.33.2370	650	1250	1256	1375
LmxM.33.2380	320	840	743	812
LmxM.33.2390	105	185	209	228
LmxM.33.2400	144	390	347	463
LmxM.33.2410	31	155	170	213
LmxM.33.2420	329	554	514	596
LmxM.33.2430	80	218	285	294
LmxM.33.2440	59	152	147	137
LmxM.33.2450	92	310	375	589
LmxM.33.2460	1339	2699	2584	3181
LmxM.33.2470	884	1267	1524	1696
LmxM.33.2473	6	22	29	35
LmxM.33.2476	1370	2899	2703	3354
LmxM.33.2479	298	998	972	1565
LmxM.33.2480	13	38	37	61
LmxM.33.2485	175	348	491	591
LmxM.33.2490	36	63	59	57
LmxM.33.2500	175	416	292	677
LmxM.33.2510	81	236	210	358
LmxM.33.2515	148	716	516	764
LmxM.33.2520	82	201	128	185
LmxM.33.2530	842	1699	1658	1504
LmxM.33.2540	235	486	383	376
LmxM.33.2550	366	2073	1697	1917
LmxM.33.2560	2206	6716	6288	6003
LmxM.33.2570	262	453	485	515
LmxM.33.2580	1209	1710	2026	1545
LmxM.33.2590	39	103	122	132
LmxM.33.2600	18	84	94	118
LmxM.33.2610	74	1379	2023	1869
LmxM.33.2620	4	12	8	11
LmxM.33.2630	0	5	2	8
LmxM.33.2640	21	94	91	207
LmxM.33.2650	19	171	102	108
LmxM.33.2660	23	76	115	134
LmxM.33.2670	16	25	19	26
LmxM.33.2680	2	1	4	16
LmxM.33.2690	44	181	129	174
LmxM.33.2700	1088	1048	1596	1058
LmxM.33.2710	76	140	123	189
LmxM.33.2720	123	29	21	34
LmxM.33.2730	1182	2626	3425	4048
LmxM.33.2740	577	1929	1428	1834
LmxM.33.2750	59	172	259	280
LmxM.33.2760	196	371	354	510
LmxM.33.2765	371	1204	742	1344
LmxM.33.2770	51	93	76	99
LmxM.33.2780	2533	4592	5390	5117
LmxM.33.2790	39	80	87	117
LmxM.33.2800	321	278	246	301
LmxM.33.2810	273	927	619	1297
LmxM.33.2820	474	927	1033	815
LmxM.33.2830	359	454	979	584
LmxM.33.2840	6	21	39	44
LmxM.33.2850	25	94	70	121
LmxM.33.2860	78	233	305	296
LmxM.33.2870	541	653	566	1005
LmxM.33.2900	204	273	288	566
LmxM.33.2910	1597	4306	2205	3562
LmxM.33.2920	32	44	101	111
LmxM.33.2930	31	151	177	206
LmxM.33.2940	379	865	855	888
LmxM.33.2950	119	220	248	207
LmxM.33.2960	42	97	59	116
LmxM.33.2970	52	98	150	191
LmxM.33.2980	210	11	25	23
LmxM.33.2990	0	2	3	3
LmxM.33.3000	227	413	316	467
LmxM.33.3010	57	110	98	164
LmxM.33.3020	24	105	74	148
LmxM.33.3030	225	43	29	21
LmxM.33.3040	19	80	67	98
LmxM.33.3050	197	166	436	244
LmxM.33.3060	770	1694	2100	2025
